,Date,stock,zopen,zhigh,zlow,zclose,zadj_close,zd5,zd10,zd15,zd20,zd25,zd30,ret
0,2012-10-15,ABB,-0.7040106969769184,-0.8797828134194378,-1.4940673619319083,0.583567477219085,0.5785992510474571,-0.7756079539005314,0.012459250348838297,-0.015154196807793842,0.24982671478996302,0.34805578697647716,0.0300151220399046,0.013137151175136585
1,2012-10-16,ABB,-0.6945107991165085,-0.8826206102025398,-0.25283104600275463,1.0496572020307329,1.0499779760686445,-1.3319053281405382,-0.5492609240902923,-0.4759861369497954,-0.21375968763056788,-0.0209542817132994,-0.22912380112703964,0.014522717089070936
2,2012-10-17,ABB,-0.39903558157818236,-0.35333598983740705,0.12587372344735845,1.162446243146562,1.1640636124488295,-1.6064056284494206,-1.078130251962296,-0.9261132683358316,-0.7061484655043069,-0.4184824648541936,-0.5135992869130326,0.009713753052850382
3,2012-10-18,ABB,-0.6067034070740904,0.06129183994797452,-0.0979428615217039,0.7709827718305928,0.7681400843816786,-1.5979183199534892,-1.4244964364545802,-1.2103048516272399,-0.9968966372688772,-0.6854194328560971,-0.6871724806606676,-0.02177215189873416
4,2012-10-19,ABB,2.2656607874531773,2.242960832694081,0.7122840221075178,-1.7920602364009341,-1.8240489033682206,0.28588698114974825,-0.4367911883100652,-0.30765307264524405,-0.29348546752985205,-0.07853650648220342,-0.059814379793072664,0.012939958592132594
5,2012-10-22,ABB,-0.18509422238224713,-0.247300172216992,-0.5856990432467087,1.033605159952836,1.0337486297385199,-0.23899465365810907,-0.9414806100445222,-0.7085264342184184,-0.6989283825871633,-0.47957576759522696,-0.36133559947122335,-0.033725089422585564
6,2012-10-23,ABB,0.913357636619972,0.22294769069175943,0.08504064313447124,-2.765063648417962,-2.808098839523601,1.9793605809979267,0.6842311383501093,0.5709037863273358,0.42831593639791204,0.5040388442724923,0.5844018413892246,-0.007403490216816522
7,2012-10-24,ABB,1.0685038227264634,0.5656507892042684,0.9421799111516077,-0.6224099462754824,-0.6410907502594134,1.924935170852508,1.089709835908648,0.8268000919201424,0.6701038312832264,0.6664700330038565,0.7792785923514893,-0.014384656366542292
8,2012-10-25,ABB,1.234403201343694,1.2653587134306927,0.4345143609225705,-1.1906969025141902,-1.2158410014277554,2.030270790820836,1.7084785091880699,1.2766441182968369,1.1045489292464417,1.0494873828669922,1.1430670755702654,-0.016756702702702797
9,2012-10-26,ABB,0.10526715160042609,0.046267089336329996,0.674913060736467,-1.3837882805910156,-1.4111116966713275,2.39628944656465,2.3531887416620014,1.7784610749244025,1.6440871591443953,1.4910632254343401,1.5374143153710385,-0.007146893504843543
