,Date,stock,zopen,zhigh,zlow,zclose,zadj_close,zd5,zd10,zd15,zd20,zd25,zd30,ret
0,2012-10-15,MO,-0.15132491082636104,-0.8914571942432287,-0.4367021869967322,0.09067554602698094,0.07561869821464048,0.12324263386679335,0.8480835182186874,0.8611004547916349,0.802050590285393,0.726403166054161,0.7695651716249622,0.0027132953098158996
1,2012-10-16,MO,0.07486684894171028,-0.564240373856472,0.0721017794006779,0.2082807168036822,0.19494122200529457,-0.26374000856956326,0.6085926363644625,0.667477150534794,0.693387171738823,0.6024860188292488,0.6603631407346017,0.007215935491036385
2,2012-10-17,MO,-0.24544687502131943,-0.5672568033382255,0.07931491747850866,0.6482157268028867,0.6414084788623602,-0.8237905806021157,0.09735545494496159,0.2768546682418575,0.4314547592815686,0.3597961669096065,0.4210080140222181,-0.012238805970149147
3,2012-10-18,MO,0.8203295680166395,0.5194410659379435,0.8969990067845499,-1.2526294517560277,-1.2876281407598693,0.49579594376256153,0.6527102529540112,0.7681139619653299,0.8858045698065247,0.7606525991754559,0.7812733857249127,-0.013901450589302033
4,2012-10-19,MO,1.619951540629955,1.4943672216686255,0.9411559427372183,-1.4150798248066854,-1.452483130458169,1.5066920371086707,1.2306860951407013,1.3478295105650517,1.3586325417519818,1.2435548462654953,1.1957581829902444,0.008887434603511046
5,2012-10-22,MO,-0.8367972474078472,-0.8434698671288137,-0.5409412206566167,0.811531237073325,0.8071534430336691,0.5583210811181241,0.5272818832859257,0.8697901536455136,0.9293824026897258,0.9170804406693044,0.8738784517376776,-0.017314703360553074
6,2012-10-23,MO,1.235861766391317,1.1791424184775017,-0.23932621418440408,-1.7485751368045261,-1.7909330792907203,1.6532106014327936,1.341564667852501,1.5549844257538317,1.527860897827655,1.499552503995977,1.3899335611334547,-0.006800525922752709
7,2012-10-24,MO,0.7434391275219983,0.5644000081964445,-0.3433733544737837,-0.7212768029238223,-0.7483997560084206,1.5113844831961383,1.527384506995709,1.6947432905591842,1.6797297457586056,1.7015059242218695,1.575855522265582,-0.0009338001576781885
8,2012-10-25,MO,1.0113296804918055,0.9051772225429031,0.6536192847837853,-0.148062432189661,-0.16666859258037378,1.0383083589597053,1.472937910021552,1.558883712448647,1.6082889111990724,1.6699901322140847,1.5504125819563719,-0.010591838666158093
9,2012-10-26,MO,1.3930697177693623,0.9743870812868305,0.2166075170375882,-1.0917108466292755,-1.124311572280021,1.521898824970601,1.8575073171486705,1.8470060443242529,1.9399415837496292,1.9559357988187966,1.863689780656319,0.001259414357682509
10,2012-10-31,MO,0.008909816881580808,0.6783418076645228,0.889525318152692,0.06622780884933557,0.05078081520618875,0.7676599535936883,1.5342514024792362,1.5793148427164445,1.7761530089242816,1.8049970589111524,1.775069417444941,0.005345912117796114
11,2012-11-01,MO,-0.3598480381577496,0.1341366574166082,0.5086872806797272,0.465503202973766,0.4559744991150247,0.06676449022842214,0.9873849129337788,1.1823308741905894,1.4536939973317264,1.5237709935889234,1.5551924879508952,-0.008445355284496636
12,2012-11-02,MO,1.5985729338329733,1.6652827876159266,1.033331674734049,-0.8819865182423703,-0.9114820334065223,0.592433542020363,1.1581769484735858,1.4216670082383187,1.6514088375945868,1.721857393837255,1.787400278920921,0.005678170167881191
13,2012-11-05,MO,-0.5627855889494158,-0.6924267541869811,-0.6896069977391692,0.4979668115908048,0.4889426582204354,-0.04711854970134229,0.6078321291708644,1.0783398843392333,1.2940503792021336,1.4298057024032444,1.542850468821643,0.0018821205107313332
14,2012-11-06,MO,0.07619273838084561,0.6223292302773765,0.8903571126653071,0.12706994294006005,0.11253418784721286,-0.11492257645050306,0.37397727358057564,0.8788204907130901,1.09332158953215,1.299438991515385,1.4109313855293766,-0.016906730841993456
15,2012-11-07,MO,1.4768490978294453,1.5914950288521588,0.7898776717089915,-1.7087137695159509,-1.7504695914194393,1.2089249607271302,1.0904757605787996,1.5029747618128426,1.61780349723456,1.814879176874716,1.8803357158825236,-0.003821624203821705
16,2012-11-08,MO,0.31685597603871807,0.6065059062864323,0.3009064975631923,-0.4302201995180115,-0.45301729623150355,1.160951881568205,1.1179974258437986,1.4904731869803767,1.6330642399687485,1.8452222632458906,1.9157809952446982,0.006393829718867483
17,2012-11-09,MO,-1.1154721935077265,-0.14501368426303698,-2.117899975504781,0.5678910513806783,0.5598843052502958,0.4517890802071837,0.6262742453354124,0.9977628266658793,1.2617293641427276,1.501467340440795,1.6140473597792593,-0.012071156289707674
18,2012-11-12,MO,1.1803850272140664,1.3661945033332974,0.6889296505039234,-1.2362490702747364,-1.2709890195661193,1.10870227425046,1.1513340300713608,1.3699340985357118,1.6492917017733983,1.811078596755031,1.9221082530072342,0.0025723472668810476
19,2012-11-13,MO,-0.5419948057195025,0.96093715226637,0.24946134095098557,0.19450924580394877,0.18095557228898018,0.4317520824655067,0.8934609358046257,1.1087060421592805,1.4246041150439883,1.592585387006771,1.76184475419142,-0.012507985888389972
